Tarih,Ülke,Onaylananlar,Ölenler,İyileşenler
2/27/20,Netherlands,1,0,0
2/28/20,Netherlands,1,0,0
2/29/20,Netherlands,6,0,0
43833,Netherlands,10,0,0
43864,Netherlands,18,0,0
43893,Netherlands,24,0,0
43924,Netherlands,38,0,0
43954,Netherlands,82,0,0
43985,Netherlands,128,1,0
44015,Netherlands,188,1,0
44046,Netherlands,265,3,0
44077,Netherlands,321,3,0
44107,Netherlands,382,4,0
44138,Netherlands,503,5,0
44168,Netherlands,503,5,0
3/13/20,Netherlands,806,10,0
3/14/20,Netherlands,962,12,2
3/15/20,Netherlands,1138,20,2
3/16/20,Netherlands,1416,24,2
3/17/20,Netherlands,1711,43,2
3/18/20,Netherlands,2058,58,2
3/19/20,Netherlands,2467,77,2
3/20/20,Netherlands,3003,107,2
3/21/20,Netherlands,3640,137,2
3/22/20,Netherlands,4217,180,2
3/23/20,Netherlands,4764,214,2
3/24/20,Netherlands,5580,277,3
3/25/20,Netherlands,6438,357,4
3/26/20,Netherlands,7468,435,6
3/27/20,Netherlands,8647,547,6
3/28/20,Netherlands,9819,640,6
3/29/20,Netherlands,10930,772,253
3/30/20,Netherlands,11817,865,253
3/31/20,Netherlands,12667,1040,253
43834,Netherlands,13696,1175,260
43865,Netherlands,14786,1341,260
43894,Netherlands,15819,1490,260
43925,Netherlands,16725,1656,262
43955,Netherlands,17951,1771,257
43986,Netherlands,18924,1874,258
44016,Netherlands,19707,2108,272
44047,Netherlands,20680,2255,272
44078,Netherlands,21901,2403,278
44108,Netherlands,23247,2520,287
44139,Netherlands,24569,2653,291
44169,Netherlands,25743,2747,295
4/13/20,Netherlands,26707,2833,295
4/14/20,Netherlands,27577,2955,297
4/15/20,Netherlands,28313,3145,304
4/16/20,Netherlands,29380,3327,311
4/17/20,Netherlands,30616,3471,315
4/18/20,Netherlands,31763,3613,317
4/19/20,Netherlands,32833,3697,322
4/20/20,Netherlands,33583,3764,322
4/21/20,Netherlands,34312,3929,74
4/22/20,Netherlands,35027,4068,101
4/23/20,Netherlands,35916,4192,101
4/24/20,Netherlands,36724,4304,102
4/25/20,Netherlands,37379,4424,102
4/26/20,Netherlands,38035,4491,117
4/27/20,Netherlands,38435,4534,117
1/22/20,New Zealand,0,0,0
1/23/20,New Zealand,0,0,0
1/24/20,New Zealand,0,0,0
1/25/20,New Zealand,0,0,0
1/26/20,New Zealand,0,0,0
1/27/20,New Zealand,0,0,0
1/28/20,New Zealand,0,0,0
1/29/20,New Zealand,0,0,0
1/30/20,New Zealand,0,0,0
1/31/20,New Zealand,0,0,0
43832,New Zealand,0,0,0
43863,New Zealand,0,0,0
43892,New Zealand,0,0,0
43923,New Zealand,0,0,0
43953,New Zealand,0,0,0
43984,New Zealand,0,0,0
44014,New Zealand,0,0,0
44045,New Zealand,0,0,0
44076,New Zealand,0,0,0
44106,New Zealand,0,0,0
44137,New Zealand,0,0,0
44167,New Zealand,0,0,0
2/13/20,New Zealand,0,0,0
2/14/20,New Zealand,0,0,0
2/15/20,New Zealand,0,0,0
2/16/20,New Zealand,0,0,0
2/17/20,New Zealand,0,0,0
2/18/20,New Zealand,0,0,0
2/19/20,New Zealand,0,0,0
2/20/20,New Zealand,0,0,0
2/21/20,New Zealand,0,0,0
2/22/20,New Zealand,0,0,0
2/23/20,New Zealand,0,0,0
2/24/20,New Zealand,0,0,0
2/25/20,New Zealand,0,0,0
2/26/20,New Zealand,0,0,0
2/27/20,New Zealand,0,0,0
2/28/20,New Zealand,1,0,0
2/29/20,New Zealand,1,0,0
43833,New Zealand,1,0,0
43864,New Zealand,1,0,0
43893,New Zealand,1,0,0
43924,New Zealand,3,0,0
43954,New Zealand,3,0,0
43985,New Zealand,4,0,0
44015,New Zealand,5,0,0
44046,New Zealand,5,0,0
44077,New Zealand,5,0,0
44107,New Zealand,5,0,0
44138,New Zealand,5,0,0
44168,New Zealand,5,0,0
3/13/20,New Zealand,5,0,0
3/14/20,New Zealand,6,0,0
3/15/20,New Zealand,8,0,0
3/16/20,New Zealand,8,0,0
3/17/20,New Zealand,12,0,0
3/18/20,New Zealand,20,0,0
3/19/20,New Zealand,28,0,0
3/20/20,New Zealand,39,0,0
3/21/20,New Zealand,52,0,0
3/22/20,New Zealand,102,0,0
3/23/20,New Zealand,102,0,0
3/24/20,New Zealand,155,0,12
3/25/20,New Zealand,205,0,22
3/26/20,New Zealand,283,0,27
3/27/20,New Zealand,368,0,37
3/28/20,New Zealand,451,0,50
3/29/20,New Zealand,514,1,56
3/30/20,New Zealand,589,1,63
3/31/20,New Zealand,647,1,74
43834,New Zealand,708,1,83
43865,New Zealand,797,1,92
43894,New Zealand,868,1,103
43925,New Zealand,950,1,127
43955,New Zealand,1039,1,156
43986,New Zealand,1106,1,176
44016,New Zealand,1160,1,241
44047,New Zealand,1210,1,282
44078,New Zealand,1239,1,317
44108,New Zealand,1283,2,373
44139,New Zealand,1312,4,422
44169,New Zealand,1330,4,471
4/13/20,New Zealand,1349,5,546
4/14/20,New Zealand,1366,9,628
4/15/20,New Zealand,1386,9,728
4/16/20,New Zealand,1401,9,770
4/17/20,New Zealand,1409,11,816
4/18/20,New Zealand,1422,11,867
4/19/20,New Zealand,1431,12,912
4/20/20,New Zealand,1440,12,974
4/21/20,New Zealand,1445,13,1006
4/22/20,New Zealand,1451,14,1036
4/23/20,New Zealand,1456,17,1095
4/24/20,New Zealand,1461,18,1118
4/25/20,New Zealand,1470,18,1142
4/26/20,New Zealand,1469,19,1180
4/27/20,New Zealand,1472,19,1214
1/22/20,Nicaragua,0,0,0
1/23/20,Nicaragua,0,0,0
1/24/20,Nicaragua,0,0,0
1/25/20,Nicaragua,0,0,0
1/26/20,Nicaragua,0,0,0
1/27/20,Nicaragua,0,0,0
1/28/20,Nicaragua,0,0,0
1/29/20,Nicaragua,0,0,0
1/30/20,Nicaragua,0,0,0
1/31/20,Nicaragua,0,0,0
43832,Nicaragua,0,0,0
43863,Nicaragua,0,0,0
43892,Nicaragua,0,0,0
43923,Nicaragua,0,0,0
43953,Nicaragua,0,0,0
43984,Nicaragua,0,0,0
44014,Nicaragua,0,0,0
44045,Nicaragua,0,0,0
44076,Nicaragua,0,0,0
44106,Nicaragua,0,0,0
44137,Nicaragua,0,0,0
44167,Nicaragua,0,0,0
2/13/20,Nicaragua,0,0,0
2/14/20,Nicaragua,0,0,0
2/15/20,Nicaragua,0,0,0
2/16/20,Nicaragua,0,0,0
2/17/20,Nicaragua,0,0,0
2/18/20,Nicaragua,0,0,0
2/19/20,Nicaragua,0,0,0
2/20/20,Nicaragua,0,0,0
2/21/20,Nicaragua,0,0,0
2/22/20,Nicaragua,0,0,0
2/23/20,Nicaragua,0,0,0
2/24/20,Nicaragua,0,0,0
2/25/20,Nicaragua,0,0,0
2/26/20,Nicaragua,0,0,0
2/27/20,Nicaragua,0,0,0
2/28/20,Nicaragua,0,0,0
2/29/20,Nicaragua,0,0,0
43833,Nicaragua,0,0,0
43864,Nicaragua,0,0,0
43893,Nicaragua,0,0,0
43924,Nicaragua,0,0,0
43954,Nicaragua,0,0,0
43985,Nicaragua,0,0,0
44015,Nicaragua,0,0,0
44046,Nicaragua,0,0,0
44077,Nicaragua,0,0,0
44107,Nicaragua,0,0,0
44138,Nicaragua,0,0,0
44168,Nicaragua,0,0,0
3/13/20,Nicaragua,0,0,0
3/14/20,Nicaragua,0,0,0
3/15/20,Nicaragua,0,0,0
3/16/20,Nicaragua,0,0,0
3/17/20,Nicaragua,0,0,0
3/18/20,Nicaragua,0,0,0
3/19/20,Nicaragua,1,0,0
3/20/20,Nicaragua,1,0,0
3/21/20,Nicaragua,2,0,0
3/22/20,Nicaragua,2,0,0
3/23/20,Nicaragua,2,0,0
3/24/20,Nicaragua,2,0,0
3/25/20,Nicaragua,2,0,0
3/26/20,Nicaragua,2,0,0
3/27/20,Nicaragua,2,1,0
3/28/20,Nicaragua,4,1,0
3/29/20,Nicaragua,4,1,0
3/30/20,Nicaragua,4,1,0
3/31/20,Nicaragua,5,1,0
43834,Nicaragua,5,1,0
43865,Nicaragua,5,1,0
43894,Nicaragua,5,1,0
43925,Nicaragua,5,1,0
43955,Nicaragua,6,1,0
43986,Nicaragua,6,1,0
44016,Nicaragua,6,1,0
44047,Nicaragua,6,1,0
44078,Nicaragua,7,1,0
44108,Nicaragua,7,1,0
44139,Nicaragua,8,1,0
44169,Nicaragua,9,1,4
4/13/20,Nicaragua,9,1,4
4/14/20,Nicaragua,9,1,4
4/15/20,Nicaragua,9,1,4
4/16/20,Nicaragua,9,1,4
4/17/20,Nicaragua,9,1,4
4/18/20,Nicaragua,9,2,6
4/19/20,Nicaragua,10,2,6
4/20/20,Nicaragua,10,2,6
4/21/20,Nicaragua,10,2,7
4/22/20,Nicaragua,10,2,7
4/23/20,Nicaragua,11,3,7
4/24/20,Nicaragua,11,3,7
4/25/20,Nicaragua,12,3,7
4/26/20,Nicaragua,13,3,7
4/27/20,Nicaragua,13,3,7
1/22/20,Niger,0,0,0
1/23/20,Niger,0,0,0
1/24/20,Niger,0,0,0
1/25/20,Niger,0,0,0
1/26/20,Niger,0,0,0
1/27/20,Niger,0,0,0
1/28/20,Niger,0,0,0
1/29/20,Niger,0,0,0
1/30/20,Niger,0,0,0
1/31/20,Niger,0,0,0
43832,Niger,0,0,0
43863,Niger,0,0,0
43892,Niger,0,0,0
43923,Niger,0,0,0
43953,Niger,0,0,0
43984,Niger,0,0,0
44014,Niger,0,0,0
44045,Niger,0,0,0
44076,Niger,0,0,0
44106,Niger,0,0,0
44137,Niger,0,0,0
44167,Niger,0,0,0
2/13/20,Niger,0,0,0
2/14/20,Niger,0,0,0
2/15/20,Niger,0,0,0
2/16/20,Niger,0,0,0
2/17/20,Niger,0,0,0
2/18/20,Niger,0,0,0
2/19/20,Niger,0,0,0
2/20/20,Niger,0,0,0
2/21/20,Niger,0,0,0
2/22/20,Niger,0,0,0
2/23/20,Niger,0,0,0
2/24/20,Niger,0,0,0
2/25/20,Niger,0,0,0
2/26/20,Niger,0,0,0
2/27/20,Niger,0,0,0
2/28/20,Niger,0,0,0
2/29/20,Niger,0,0,0
43833,Niger,0,0,0
43864,Niger,0,0,0
43893,Niger,0,0,0
43924,Niger,0,0,0
43954,Niger,0,0,0
43985,Niger,0,0,0
44015,Niger,0,0,0
44046,Niger,0,0,0
44077,Niger,0,0,0
44107,Niger,0,0,0
44138,Niger,0,0,0
44168,Niger,0,0,0
3/13/20,Niger,0,0,0
3/14/20,Niger,0,0,0
3/15/20,Niger,0,0,0
3/16/20,Niger,0,0,0
3/17/20,Niger,0,0,0
3/18/20,Niger,0,0,0
3/19/20,Niger,0,0,0
3/20/20,Niger,1,0,0
3/21/20,Niger,1,0,0
3/22/20,Niger,2,0,0
3/23/20,Niger,3,0,0
3/24/20,Niger,3,0,0
3/25/20,Niger,7,1,0
3/26/20,Niger,10,1,0
3/27/20,Niger,10,1,0
3/28/20,Niger,10,1,0
3/29/20,Niger,18,1,0
3/30/20,Niger,27,3,0
3/31/20,Niger,27,3,0
43834,Niger,74,5,0
43865,Niger,98,5,0
43894,Niger,120,5,0
43925,Niger,144,8,0
43955,Niger,184,10,13
43986,Niger,253,10,26
44016,Niger,278,11,26
44047,Niger,342,11,28
44078,Niger,410,11,40
44108,Niger,438,11,41
44139,Niger,491,11,41
44169,Niger,529,12,75
4/13/20,Niger,529,12,75
4/14/20,Niger,570,14,90
4/15/20,Niger,584,14,90
4/16/20,Niger,584,14,90
4/17/20,Niger,627,18,110
4/18/20,Niger,639,19,113
4/19/20,Niger,648,20,117
4/20/20,Niger,648,20,117
4/21/20,Niger,657,20,127
4/22/20,Niger,662,22,193
4/23/20,Niger,671,24,256
4/24/20,Niger,681,24,289
4/25/20,Niger,684,27,325
4/26/20,Niger,696,29,350
4/27/20,Niger,701,29,385
1/22/20,Nigeria,0,0,0
1/23/20,Nigeria,0,0,0
1/24/20,Nigeria,0,0,0
1/25/20,Nigeria,0,0,0
1/26/20,Nigeria,0,0,0
1/27/20,Nigeria,0,0,0
1/28/20,Nigeria,0,0,0
1/29/20,Nigeria,0,0,0
1/30/20,Nigeria,0,0,0
1/31/20,Nigeria,0,0,0
43832,Nigeria,0,0,0
43863,Nigeria,0,0,0
43892,Nigeria,0,0,0
43923,Nigeria,0,0,0
43953,Nigeria,0,0,0
43984,Nigeria,0,0,0
44014,Nigeria,0,0,0
44045,Nigeria,0,0,0
44076,Nigeria,0,0,0
44106,Nigeria,0,0,0
44137,Nigeria,0,0,0
44167,Nigeria,0,0,0
2/13/20,Nigeria,0,0,0
2/14/20,Nigeria,0,0,0
2/15/20,Nigeria,0,0,0
2/16/20,Nigeria,0,0,0
2/17/20,Nigeria,0,0,0
2/18/20,Nigeria,0,0,0
2/19/20,Nigeria,0,0,0
2/20/20,Nigeria,0,0,0
2/21/20,Nigeria,0,0,0
2/22/20,Nigeria,0,0,0
2/23/20,Nigeria,0,0,0
2/24/20,Nigeria,0,0,0
2/25/20,Nigeria,0,0,0
2/26/20,Nigeria,0,0,0
2/27/20,Nigeria,0,0,0
2/28/20,Nigeria,1,0,0
2/29/20,Nigeria,1,0,0
43833,Nigeria,1,0,0
43864,Nigeria,1,0,0
43893,Nigeria,1,0,0
43924,Nigeria,1,0,0
43954,Nigeria,1,0,0
43985,Nigeria,1,0,0
44015,Nigeria,1,0,0
44046,Nigeria,1,0,0
44077,Nigeria,2,0,0
44107,Nigeria,2,0,0
44138,Nigeria,2,0,0
44168,Nigeria,2,0,0
3/13/20,Nigeria,2,0,0
3/14/20,Nigeria,2,0,0
3/15/20,Nigeria,2,0,0
3/16/20,Nigeria,2,0,0
3/17/20,Nigeria,3,0,0
3/18/20,Nigeria,8,0,1
3/19/20,Nigeria,8,0,1
3/20/20,Nigeria,12,0,1
3/21/20,Nigeria,22,0,1
3/22/20,Nigeria,30,0,2
3/23/20,Nigeria,40,1,2
3/24/20,Nigeria,44,1,2
3/25/20,Nigeria,51,1,2
3/26/20,Nigeria,65,1,2
3/27/20,Nigeria,70,1,3
3/28/20,Nigeria,89,1,3
3/29/20,Nigeria,111,1,3
3/30/20,Nigeria,131,2,8
3/31/20,Nigeria,135,2,8
43834,Nigeria,174,2,9
43865,Nigeria,184,2,20
43894,Nigeria,210,4,25
43925,Nigeria,214,4,25
43955,Nigeria,232,5,33
43986,Nigeria,238,5,35
44016,Nigeria,254,6,44
44047,Nigeria,276,6,44
44078,Nigeria,288,7,51
44108,Nigeria,305,7,58
44139,Nigeria,318,10,70
44169,Nigeria,323,10,85
4/13/20,Nigeria,343,10,91
4/14/20,Nigeria,373,11,99
4/15/20,Nigeria,407,12,128
4/16/20,Nigeria,442,13,152
4/17/20,Nigeria,493,17,159
4/18/20,Nigeria,542,19,166
4/19/20,Nigeria,627,21,170
4/20/20,Nigeria,665,22,188
4/21/20,Nigeria,665,22,188
4/22/20,Nigeria,873,28,197
4/23/20,Nigeria,981,31,197
4/24/20,Nigeria,1095,32,208
4/25/20,Nigeria,1182,35,222
4/26/20,Nigeria,1273,40,239
4/27/20,Nigeria,1337,40,255
1/22/20,North Macedonia,0,0,0
1/23/20,North Macedonia,0,0,0
1/24/20,North Macedonia,0,0,0
1/25/20,North Macedonia,0,0,0
1/26/20,North Macedonia,0,0,0
1/27/20,North Macedonia,0,0,0
1/28/20,North Macedonia,0,0,0
1/29/20,North Macedonia,0,0,0
1/30/20,North Macedonia,0,0,0
1/31/20,North Macedonia,0,0,0
43832,North Macedonia,0,0,0
43863,North Macedonia,0,0,0
43892,North Macedonia,0,0,0
43923,North Macedonia,0,0,0
43953,North Macedonia,0,0,0
43984,North Macedonia,0,0,0
44014,North Macedonia,0,0,0
44045,North Macedonia,0,0,0
44076,North Macedonia,0,0,0
44106,North Macedonia,0,0,0
44137,North Macedonia,0,0,0
44167,North Macedonia,0,0,0
2/13/20,North Macedonia,0,0,0
2/14/20,North Macedonia,0,0,0
2/15/20,North Macedonia,0,0,0
2/16/20,North Macedonia,0,0,0
2/17/20,North Macedonia,0,0,0
2/18/20,North Macedonia,0,0,0
2/19/20,North Macedonia,0,0,0
2/20/20,North Macedonia,0,0,0
2/21/20,North Macedonia,0,0,0
2/22/20,North Macedonia,0,0,0
2/23/20,North Macedonia,0,0,0
2/24/20,North Macedonia,0,0,0
2/25/20,North Macedonia,0,0,0
2/26/20,North Macedonia,1,0,0
2/27/20,North Macedonia,1,0,0
2/28/20,North Macedonia,1,0,0
2/29/20,North Macedonia,1,0,0
43833,North Macedonia,1,0,0
43864,North Macedonia,1,0,0
43893,North Macedonia,1,0,0
43924,North Macedonia,1,0,0
43954,North Macedonia,1,0,0
43985,North Macedonia,3,0,0
44015,North Macedonia,3,0,0
44046,North Macedonia,3,0,0
44077,North Macedonia,3,0,0
44107,North Macedonia,7,0,0
44138,North Macedonia,7,0,0
44168,North Macedonia,7,0,0
3/13/20,North Macedonia,14,0,1
3/14/20,North Macedonia,14,0,1
3/15/20,North Macedonia,14,0,1
3/16/20,North Macedonia,18,0,1
3/17/20,North Macedonia,26,0,1
3/18/20,North Macedonia,35,0,1
3/19/20,North Macedonia,48,0,1
3/20/20,North Macedonia,67,0,1
3/21/20,North Macedonia,85,0,1
3/22/20,North Macedonia,115,1,1
3/23/20,North Macedonia,136,2,1
3/24/20,North Macedonia,148,2,1
3/25/20,North Macedonia,177,3,1
3/26/20,North Macedonia,201,3,3
3/27/20,North Macedonia,219,3,3
3/28/20,North Macedonia,241,4,3
3/29/20,North Macedonia,259,6,3
3/30/20,North Macedonia,285,7,12
3/31/20,North Macedonia,329,9,12
43834,North Macedonia,354,11,17
43865,North Macedonia,384,11,17
43894,North Macedonia,430,12,20
43925,North Macedonia,483,17,20
43955,North Macedonia,555,18,23
43986,North Macedonia,570,23,30
44016,North Macedonia,599,26,30
44047,North Macedonia,617,29,35
44078,North Macedonia,663,30,37
44108,North Macedonia,711,32,41
44139,North Macedonia,760,34,41
44169,North Macedonia,828,34,41
4/13/20,North Macedonia,854,38,44
4/14/20,North Macedonia,908,44,86
4/15/20,North Macedonia,974,45,98
4/16/20,North Macedonia,1081,46,121
4/17/20,North Macedonia,1117,49,139
4/18/20,North Macedonia,1170,49,164
4/19/20,North Macedonia,1207,51,179
4/20/20,North Macedonia,1225,54,200
4/21/20,North Macedonia,1231,55,224
4/22/20,North Macedonia,1259,56,272
4/23/20,North Macedonia,1300,56,301
4/24/20,North Macedonia,1326,57,337
4/25/20,North Macedonia,1367,59,374
4/26/20,North Macedonia,1386,61,500
4/27/20,North Macedonia,1399,65,553
1/22/20,Norway,0,0,0
1/23/20,Norway,0,0,0
1/24/20,Norway,0,0,0
1/25/20,Norway,0,0,0
1/26/20,Norway,0,0,0
1/27/20,Norway,0,0,0
1/28/20,Norway,0,0,0
1/29/20,Norway,0,0,0
1/30/20,Norway,0,0,0
1/31/20,Norway,0,0,0
43832,Norway,0,0,0
43863,Norway,0,0,0
43892,Norway,0,0,0
43923,Norway,0,0,0
43953,Norway,0,0,0
43984,Norway,0,0,0
44014,Norway,0,0,0
44045,Norway,0,0,0
44076,Norway,0,0,0
44106,Norway,0,0,0
44137,Norway,0,0,0
44167,Norway,0,0,0
2/13/20,Norway,0,0,0
2/14/20,Norway,0,0,0
2/15/20,Norway,0,0,0
2/16/20,Norway,0,0,0
2/17/20,Norway,0,0,0
2/18/20,Norway,0,0,0
2/19/20,Norway,0,0,0
2/20/20,Norway,0,0,0
2/21/20,Norway,0,0,0
2/22/20,Norway,0,0,0
2/23/20,Norway,0,0,0
2/24/20,Norway,0,0,0
2/25/20,Norway,0,0,0
2/26/20,Norway,1,0,0
2/27/20,Norway,1,0,0
2/28/20,Norway,6,0,0
2/29/20,Norway,15,0,0
43833,Norway,19,0,0
43864,Norway,25,0,0
43893,Norway,32,0,0
43924,Norway,56,0,0
43954,Norway,87,0,0
43985,Norway,108,0,0
44015,Norway,147,0,0
44046,Norway,176,0,0
44077,Norway,205,0,1
44107,Norway,400,0,1
44138,Norway,598,0,1
44168,Norway,702,0,1
3/13/20,Norway,996,0,1
3/14/20,Norway,1090,3,1
3/15/20,Norway,1221,3,1
3/16/20,Norway,1333,3,1
3/17/20,Norway,1463,3,1
3/18/20,Norway,1550,6,1
3/19/20,Norway,1746,7,1
3/20/20,Norway,1914,7,1
3/21/20,Norway,2118,7,1
3/22/20,Norway,2385,7,1
3/23/20,Norway,2621,10,1
3/24/20,Norway,2863,12,6
3/25/20,Norway,3084,14,6
3/26/20,Norway,3369,14,6
3/27/20,Norway,3755,19,6
3/28/20,Norway,4015,23,7
3/29/20,Norway,4284,25,7
3/30/20,Norway,4445,32,12
3/31/20,Norway,4641,39,13
43834,Norway,4863,44,13
43865,Norway,5147,50,32
43894,Norway,5370,59,32
43925,Norway,5550,62,32
43955,Norway,5687,71,32
43986,Norway,5865,76,32
44016,Norway,6086,89,32
44047,Norway,6086,101,32
44078,Norway,6211,108,32
44108,Norway,6314,113,32
44139,Norway,6409,119,32
44169,Norway,6525,128,32
4/13/20,Norway,6603,134,32
4/14/20,Norway,6623,139,32
4/15/20,Norway,6740,150,32
4/16/20,Norway,6896,152,32
4/17/20,Norway,6937,161,32
4/18/20,Norway,7036,164,32
4/19/20,Norway,7078,165,32
4/20/20,Norway,7156,181,32
4/21/20,Norway,7191,182,32
4/22/20,Norway,7338,187,32
4/23/20,Norway,7401,194,32
4/24/20,Norway,7463,199,32
4/25/20,Norway,7499,201,32
4/26/20,Norway,7527,201,32
4/27/20,Norway,7599,205,32
1/22/20,Oman,0,0,0
1/23/20,Oman,0,0,0
1/24/20,Oman,0,0,0
1/25/20,Oman,0,0,0
1/26/20,Oman,0,0,0
1/27/20,Oman,0,0,0
1/28/20,Oman,0,0,0
1/29/20,Oman,0,0,0
1/30/20,Oman,0,0,0
1/31/20,Oman,0,0,0
43832,Oman,0,0,0
43863,Oman,0,0,0
43892,Oman,0,0,0
43923,Oman,0,0,0
43953,Oman,0,0,0
43984,Oman,0,0,0
44014,Oman,0,0,0
44045,Oman,0,0,0
44076,Oman,0,0,0
44106,Oman,0,0,0
44137,Oman,0,0,0
44167,Oman,0,0,0
2/13/20,Oman,0,0,0
2/14/20,Oman,0,0,0
2/15/20,Oman,0,0,0
2/16/20,Oman,0,0,0
2/17/20,Oman,0,0,0
2/18/20,Oman,0,0,0
2/19/20,Oman,0,0,0
2/20/20,Oman,0,0,0
2/21/20,Oman,0,0,0
2/22/20,Oman,0,0,0
2/23/20,Oman,0,0,0
2/24/20,Oman,2,0,0
2/25/20,Oman,2,0,0
2/26/20,Oman,4,0,0
2/27/20,Oman,4,0,0
2/28/20,Oman,4,0,0
2/29/20,Oman,6,0,1
43833,Oman,6,0,1
43864,Oman,6,0,1
43893,Oman,12,0,2
43924,Oman,15,0,2
43954,Oman,16,0,2
43985,Oman,16,0,2
44015,Oman,16,0,2
44046,Oman,16,0,2
44077,Oman,16,0,2
44107,Oman,18,0,9
44138,Oman,18,0,9
44168,Oman,18,0,9
3/13/20,Oman,19,0,9
3/14/20,Oman,19,0,9
3/15/20,Oman,22,0,9
3/16/20,Oman,22,0,9
3/17/20,Oman,24,0,9
3/18/20,Oman,39,0,12
3/19/20,Oman,48,0,12
3/20/20,Oman,48,0,12
3/21/20,Oman,52,0,12
3/22/20,Oman,55,0,17
3/23/20,Oman,66,0,17
3/24/20,Oman,84,0,17
3/25/20,Oman,99,0,17
3/26/20,Oman,109,0,23
3/27/20,Oman,131,0,23
3/28/20,Oman,152,0,23
3/29/20,Oman,167,0,23
3/30/20,Oman,179,0,29
3/31/20,Oman,192,1,34
43834,Oman,210,1,34
43865,Oman,231,1,57
43894,Oman,252,1,57
43925,Oman,277,2,61
43955,Oman,298,2,61
43986,Oman,331,2,61
44016,Oman,371,2,67
44047,Oman,419,2,72
44078,Oman,457,3,109
44108,Oman,484,3,109
44139,Oman,546,3,109
44169,Oman,599,4,109
4/13/20,Oman,727,4,124
4/14/20,Oman,813,4,130
4/15/20,Oman,910,4,131
4/16/20,Oman,1019,4,176
4/17/20,Oman,1069,6,176
4/18/20,Oman,1180,6,176
4/19/20,Oman,1266,7,233
4/20/20,Oman,1410,7,238
4/21/20,Oman,1508,8,238
4/22/20,Oman,1614,8,238
4/23/20,Oman,1716,9,307
4/24/20,Oman,1790,10,325
4/25/20,Oman,1905,10,329
4/26/20,Oman,1998,10,333
4/27/20,Oman,2049,10,364
1/22/20,Pakistan,0,0,0
1/23/20,Pakistan,0,0,0
1/24/20,Pakistan,0,0,0
1/25/20,Pakistan,0,0,0
1/26/20,Pakistan,0,0,0
1/27/20,Pakistan,0,0,0
1/28/20,Pakistan,0,0,0
1/29/20,Pakistan,0,0,0
1/30/20,Pakistan,0,0,0
1/31/20,Pakistan,0,0,0
43832,Pakistan,0,0,0
43863,Pakistan,0,0,0
43892,Pakistan,0,0,0
43923,Pakistan,0,0,0
43953,Pakistan,0,0,0
43984,Pakistan,0,0,0
44014,Pakistan,0,0,0
44045,Pakistan,0,0,0
44076,Pakistan,0,0,0
44106,Pakistan,0,0,0
44137,Pakistan,0,0,0
44167,Pakistan,0,0,0
2/13/20,Pakistan,0,0,0
2/14/20,Pakistan,0,0,0
2/15/20,Pakistan,0,0,0
2/16/20,Pakistan,0,0,0
2/17/20,Pakistan,0,0,0
2/18/20,Pakistan,0,0,0
2/19/20,Pakistan,0,0,0
2/20/20,Pakistan,0,0,0
2/21/20,Pakistan,0,0,0
2/22/20,Pakistan,0,0,0
2/23/20,Pakistan,0,0,0
2/24/20,Pakistan,0,0,0
2/25/20,Pakistan,0,0,0
2/26/20,Pakistan,2,0,0
2/27/20,Pakistan,2,0,0
2/28/20,Pakistan,2,0,0
2/29/20,Pakistan,4,0,0
43833,Pakistan,4,0,0
43864,Pakistan,4,0,0
43893,Pakistan,5,0,0
43924,Pakistan,5,0,0
43954,Pakistan,5,0,0
43985,Pakistan,6,0,0
44015,Pakistan,6,0,0
44046,Pakistan,6,0,1
44077,Pakistan,6,0,1
44107,Pakistan,16,0,1
44138,Pakistan,19,0,2
44168,Pakistan,20,0,2
3/13/20,Pakistan,28,0,2
3/14/20,Pakistan,31,0,2
3/15/20,Pakistan,53,0,2
3/16/20,Pakistan,136,0,2
3/17/20,Pakistan,236,0,2
3/18/20,Pakistan,299,0,2
3/19/20,Pakistan,454,2,13
3/20/20,Pakistan,501,3,13
3/21/20,Pakistan,730,3,13
3/22/20,Pakistan,776,5,5
3/23/20,Pakistan,875,6,5
3/24/20,Pakistan,972,7,18
3/25/20,Pakistan,1063,8,21
3/26/20,Pakistan,1201,9,21
3/27/20,Pakistan,1373,11,23
3/28/20,Pakistan,1495,12,29
3/29/20,Pakistan,1597,14,29
3/30/20,Pakistan,1717,21,76
3/31/20,Pakistan,1938,26,76
43834,Pakistan,2118,27,94
43865,Pakistan,2421,34,125
43894,Pakistan,2686,40,126
43925,Pakistan,2818,41,131
43955,Pakistan,3157,47,211
43986,Pakistan,3766,53,259
44016,Pakistan,4035,57,429
44047,Pakistan,4263,61,467
44078,Pakistan,4489,65,572
44108,Pakistan,4695,66,727
44139,Pakistan,5011,86,762
44169,Pakistan,5230,91,1028
4/13/20,Pakistan,5496,93,1095
4/14/20,Pakistan,5837,96,1378
4/15/20,Pakistan,6383,111,1446
4/16/20,Pakistan,6919,128,1645
4/17/20,Pakistan,7025,135,1765
4/18/20,Pakistan,7638,143,1832
4/19/20,Pakistan,8348,168,1868
4/20/20,Pakistan,8418,176,1970
4/21/20,Pakistan,9565,201,2073
4/22/20,Pakistan,10076,212,2156
4/23/20,Pakistan,11155,237,2527
4/24/20,Pakistan,11940,253,2755
4/25/20,Pakistan,12723,269,2866
4/26/20,Pakistan,13328,281,2936
4/27/20,Pakistan,13915,292,3029
